pair,enhancer_id,zscore
V$OCT1_04 - V$PEBP_Q6,chr10:111834173-111834352-enhancer,3.33642476890438
V$AP1_Q2 - V$GR_Q6_01,chr10:111834173-111834352-enhancer,4.01096571834715
V$AP1_Q2 - V$ER_Q6_02,chr10:111834173-111834352-enhancer,3.05115652126085
V$AP1_Q6 - V$PR_Q2,chr10:111834173-111834352-enhancer,3.01569306132384
V$AP1_Q6 - V$SMAD_Q6_01,chr10:111834173-111834352-enhancer,3.22115020437423
V$EFC_Q6 - V$MYB_Q6,chr10:111834173-111834352-enhancer,3.52878598774472
V$HNF4_Q6 - V$STAT_01,chr10:111834173-111834352-enhancer,3.28191220725204
V$POU1F1_Q6 - V$SOX9_B1,chr10:111834173-111834352-enhancer,3.42246252949911
V$ETS_Q4 - V$STAT6_01,chr10:111834173-111834352-enhancer,3.32481410621975
V$EFC_Q6 - V$MYB_Q3,chr10:111834173-111834352-enhancer,3.1800836996222
V$PU1_Q6 - V$SF1_Q6,chr10:111834173-111834352-enhancer,3.64434321175787
V$ETS_Q6 - V$PU1_Q6,chr10:111834173-111834352-enhancer,4.20399878537911
V$ETS_Q6 - V$SF1_Q6,chr10:111834173-111834352-enhancer,3.27000231780499
V$AP1_Q2_01 - V$GR_Q6_01,chr10:111834173-111834352-enhancer,4.62974137782756
V$CETS1P54_01 - V$MYCMAX_B,chr10:52751732-52752116-enhancer,3.13375878830543
V$CETS1P54_01 - V$PU1_Q6,chr10:52751732-52752116-enhancer,4.09138390488295
V$CETS1P54_01 - V$ETS_Q4,chr10:52751732-52752116-enhancer,4.025567332918
V$CETS1P54_01 - V$EGR_Q6,chr10:52751732-52752116-enhancer,3.64834753976274
V$CETS1P54_01 - V$GR_Q6_01,chr10:52751732-52752116-enhancer,4.70908224739204
V$CETS1P54_01 - V$SP1_Q4_01,chr10:52751732-52752116-enhancer,3.10996461233302
V$CETS1P54_01 - V$PR_Q2,chr10:52751732-52752116-enhancer,3.10603121988916
V$CP2_01 - V$ETS_Q4,chr10:52751732-52752116-enhancer,3.90391941682421
V$CEBPB_01 - V$E2A_Q2,chr10:52751732-52752116-enhancer,3.03903721793119
V$AP1FJ_Q2 - V$MAF_Q6_01,chr10:52751732-52752116-enhancer,3.24920002043268
V$AP1_Q2 - V$MAF_Q6_01,chr10:52751732-52752116-enhancer,3.26573011775341
V$NFY_01 - V$NFY_Q6,chr10:52751732-52752116-enhancer,3.72581667286886
V$NF1_Q6_01 - V$NFKB_C,chr10:52751732-52752116-enhancer,3.03557187427605
V$NFY_01 - V$NFY_Q6_01,chr10:52751732-52752116-enhancer,4.57420125021149
V$CREB_Q3 - V$NFAT_Q6,chr10:52751732-52752116-enhancer,3.00260719745549
V$MYCMAX_B - V$PPARA_02,chr10:52751732-52752116-enhancer,3.26469279905397
V$HNF4_Q6 - V$MYCMAX_B,chr10:52751732-52752116-enhancer,3.32827943679974
V$PU1_Q6 - V$SF1_Q6,chr10:52751732-52752116-enhancer,4.05012217660486
V$CETS168_Q6 - V$SF1_Q6,chr10:52751732-52752116-enhancer,3.04139576956991
V$CETS168_Q6 - V$PEBP_Q6,chr10:52751732-52752116-enhancer,3.22687632306287
V$ETS_Q4 - V$HNF4_Q6,chr10:52751732-52752116-enhancer,3.27772195744978
V$ER_Q6_02 - V$GR_Q6_01,chr10:52751732-52752116-enhancer,3.18408692131106
V$CP2_02 - V$ER_Q6_02,chr10:52751732-52752116-enhancer,3.05539318964686
V$HNF4_Q6 - V$PEBP_Q6,chr10:52751732-52752116-enhancer,3.96407644158067
V$MYB_Q6 - V$VMYB_01,chr10:70821151-70821852-enhancer,3.0479679071618
V$STAT_01 - V$VMYB_01,chr10:70821151-70821852-enhancer,3.43730696924759
V$CMYB_01 - V$FOX_Q2,chr10:70821151-70821852-enhancer,3.40105293389325
V$CMYB_01 - V$GR_Q6_01,chr10:70821151-70821852-enhancer,3.58529782071698
V$AP1FJ_Q2 - V$CETS1P54_01,chr10:70821151-70821852-enhancer,3.13626355237339
V$CREB_Q2 - V$NFKAPPAB65_01,chr10:70821151-70821852-enhancer,3.16555404472496
V$CREB_Q4_01 - V$NFKAPPAB65_01,chr10:70821151-70821852-enhancer,3.03142842425271
V$NFKB_C - V$TAL1ALPHAE47_01,chr10:70821151-70821852-enhancer,3.00911380731774
V$CP2_01 - V$SF1_Q6,chr10:70821151-70821852-enhancer,3.09969957694719
V$AP1FJ_Q2 - V$ETS1_B,chr10:70821151-70821852-enhancer,3.00197383999904
V$AP1_Q2 - V$MYCMAX_B,chr10:70821151-70821852-enhancer,3.86378693359515
V$AP1_Q2 - V$E2A_Q6,chr10:70821151-70821852-enhancer,3.38508793575685
V$AP1_Q6 - V$ETS1_B,chr10:70821151-70821852-enhancer,4.02389173718439
V$MYB_Q6 - V$STAT_01,chr10:70821151-70821852-enhancer,3.10650822315845
V$NFY_Q6 - V$SOX9_B1,chr10:70821151-70821852-enhancer,3.03752624924271
V$ER_Q6 - V$GR_Q6_01,chr10:70821151-70821852-enhancer,3.50811024643661
V$AHRHIF_Q6 - V$ER_Q6,chr10:70821151-70821852-enhancer,4.35451621186079
V$GR_Q6 - V$SP1_Q6,chr10:70821151-70821852-enhancer,3.00741873301818
V$NFKB_Q6 - V$SMAD4_Q6,chr10:70821151-70821852-enhancer,3.09765669608839
V$AP1_Q2_01 - V$SP1_Q6,chr10:70821151-70821852-enhancer,3.1631694637612
V$NFY_01 - V$OCT_Q6,chr10:70821151-70821852-enhancer,3.94504332663115
V$E2A_Q2 - V$MYCMAX_B,chr10:70821151-70821852-enhancer,3.75655012293586
V$E2A_Q6 - V$MYCMAX_B,chr10:70821151-70821852-enhancer,4.68599568591582
V$CREB_Q3 - V$ETS1_B,chr10:70821151-70821852-enhancer,4.32595215336366
V$PR_Q2 - V$STAT6_01,chr10:70821151-70821852-enhancer,3.32704382910275
V$ETS_Q6 - V$STAT6_01,chr10:70821151-70821852-enhancer,3.80815796765072
V$GR_Q6_01 - V$PU1_Q6,chr10:70821151-70821852-enhancer,3.42187090635932
V$AP1_Q4_01 - V$PU1_Q6,chr10:70821151-70821852-enhancer,3.43376166458522
V$PR_Q2 - V$PU1_Q6,chr10:70821151-70821852-enhancer,5.12803484549746
V$ICSBP_Q6 - V$PR_Q2,chr10:70821151-70821852-enhancer,3.38656938870602
V$CREB_Q3 - V$ETS_Q4,chr10:70821151-70821852-enhancer,3.41981594137426
V$CREB_Q3 - V$SP1_Q6_01,chr10:70821151-70821852-enhancer,3.0176623369304
V$E2A_Q6 - V$EGR_Q6,chr10:70821151-70821852-enhancer,3.32726633734931
V$ETS_Q6 - V$GR_Q6_01,chr10:70821151-70821852-enhancer,4.6774617765395
V$AP1_Q2_01 - V$SP1_Q4_01,chr10:70821151-70821852-enhancer,3.15770280072235
V$AP1_Q2_01 - V$CP2_02,chr10:70821151-70821852-enhancer,3.00676531691353
V$ETS_Q6 - V$PR_Q2,chr10:70821151-70821852-enhancer,3.90736461600128
V$E2A_Q6 - V$SMAD_Q6_01,chr10:70821151-70821852-enhancer,3.5366820124395
V$CETS1P54_01 - V$SOX9_B1,chr10:73746692-73746892-enhancer,4.13110529347745
V$GATA_Q6 - V$HNF4_01,chr10:73746692-73746892-enhancer,3.35080912584204
V$AP1_01 - V$NFY_01,chr10:73746692-73746892-enhancer,3.07980126967336
V$MYB_Q3 - V$NFY_01,chr10:73746692-73746892-enhancer,4.18115643464706
V$ATF3_Q6 - V$PEBP_Q6,chr10:73746692-73746892-enhancer,3.38523290479671
V$DR4_Q2 - V$NFKB_Q6_01,chr10:73746692-73746892-enhancer,3.72069162972749
V$HNF3_Q6 - V$KROX_Q6,chr10:73746692-73746892-enhancer,3.17193122663635
V$GR_Q6_01 - V$NF1_Q6_01,chr10:73746692-73746892-enhancer,3.22578770182187
V$E2A_Q6 - V$NF1_Q6_01,chr10:73746692-73746892-enhancer,3.12343316287668
V$AP1_Q4_01 - V$LEF1TCF1_Q4,chr10:73746692-73746892-enhancer,3.69600183210043
V$ETS_Q6 - V$PR_Q2,chr10:73746692-73746892-enhancer,3.08931199304325
V$IRF_Q6 - V$NFKAPPAB65_01,chr10:95218561-95218998-enhancer,3.17330281993087
V$NFAT_Q4_01 - V$NFKAPPAB65_01,chr10:95218561-95218998-enhancer,3.21361177429647
V$COUP_01 - V$CP2_01,chr10:95218561-95218998-enhancer,3.09812539805785
V$CEBPB_01 - V$STAT6_01,chr10:95218561-95218998-enhancer,3.24683929033067
V$AP1_Q6 - V$CREB_02,chr10:95218561-95218998-enhancer,3.9823276003633
V$AP1_C - V$CREB_02,chr10:95218561-95218998-enhancer,3.66337201469216
V$CEBPB_02 - V$HMGIY_Q6,chr10:95218561-95218998-enhancer,3.20874756440693
V$AP1_Q2 - V$AP1_Q6,chr10:95218561-95218998-enhancer,3.34283480595503
V$AP1_C - V$AP1_Q6,chr10:95218561-95218998-enhancer,3.80514592247552
V$AP1_Q6 - V$OCT_Q6,chr10:95218561-95218998-enhancer,3.08699546059235
V$AP1_Q6 - V$NF1_Q6_01,chr10:95218561-95218998-enhancer,3.49003372430233
V$AP1_Q6 - V$CREB_Q4_01,chr10:95218561-95218998-enhancer,3.46000041961871
V$AP1_Q4_01 - V$AP1_Q6,chr10:95218561-95218998-enhancer,3.28971219708766
V$AP1_Q6 - V$SMAD_Q6_01,chr10:95218561-95218998-enhancer,3.08716920962708
V$CEBP_Q2 - V$HMGIY_Q6,chr10:95218561-95218998-enhancer,3.18361011683986
V$AP1_Q2_01 - V$CEBP_Q2,chr10:95218561-95218998-enhancer,3.59909504505273
V$CEBP_Q2 - V$SP1_Q6_01,chr10:95218561-95218998-enhancer,3.53488565487368
V$CEBP_Q2 - V$SP1_Q2_01,chr10:95218561-95218998-enhancer,3.39501636407179
V$ER_Q6 - V$SP1_Q6_01,chr10:95218561-95218998-enhancer,3.69823547376944
V$ER_Q6 - V$ETS_Q6,chr10:95218561-95218998-enhancer,3.30928654509041
V$AP1_01 - V$AP1_C,chr10:95218561-95218998-enhancer,3.73297862439411
V$AP1_C - V$NF1_Q6_01,chr10:95218561-95218998-enhancer,3.11529046039538
V$AP1_C - V$CREB_Q4_01,chr10:95218561-95218998-enhancer,3.08989346630021
V$DR4_Q2 - V$ETS1_B,chr10:95218561-95218998-enhancer,3.30534382481808
V$DR4_Q2 - V$HIF1_Q5,chr10:95218561-95218998-enhancer,3.88526258463538
V$PU1_Q6 - V$SP1_Q2_01,chr10:95218561-95218998-enhancer,3.31160771030937
V$GR_Q6_01 - V$SF1_Q6,chr10:95218561-95218998-enhancer,3.25420059689343
V$OCT_Q6 - V$OSF2_Q6,chr10:95218561-95218998-enhancer,3.63297774312155
V$ELF1_Q6 - V$GR_Q6_01,chr10:95218561-95218998-enhancer,3.03216380330326
V$AML_Q6 - V$OCT_Q6,chr10:95218561-95218998-enhancer,3.66179426944774
V$AML_Q6 - V$ETS_Q6,chr10:95218561-95218998-enhancer,3.39520509537972
V$AML_Q6 - V$PEBP_Q6,chr10:95218561-95218998-enhancer,3.15961406823901
V$HNF3_Q6 - V$NFY_Q6_01,chr10:95218561-95218998-enhancer,3.36478166825789
V$HNF3_Q6 - V$PR_Q2,chr10:95218561-95218998-enhancer,3.00954932889346
V$OCT_Q6 - V$PEBP_Q6,chr10:95218561-95218998-enhancer,3.6305793207459
V$CREB_Q3 - V$SMAD_Q6_01,chr10:95218561-95218998-enhancer,4.17966193208051
V$CREB_Q4_01 - V$NF1_Q6_01,chr10:95218561-95218998-enhancer,3.40734552460049
V$AP1_Q2_01 - V$CEBP_Q2_01,chr10:95218561-95218998-enhancer,3.16820959797558
V$ETS_Q6 - V$MYB_Q5_01,chr10:95218561-95218998-enhancer,3.19709734120541
V$GR_Q6_01 - V$LEF1TCF1_Q4,chr10:95218561-95218998-enhancer,4.19249921079772
V$LEF1TCF1_Q4 - V$PR_Q2,chr10:95218561-95218998-enhancer,3.15834904040148
V$CMYB_01 - V$STAT6_01,chr1:150135231-150135764-enhancer,3.29655427282025
V$CREBP1CJUN_01 - V$SP1_Q4_01,chr1:150135231-150135764-enhancer,3.24305142454516
V$CREL_01 - V$IRF_Q6,chr1:150135231-150135764-enhancer,3.3491924249124
V$PAX5_01 - V$STAT6_01,chr1:150135231-150135764-enhancer,3.29405365543659
V$PAX5_01 - V$PU1_Q6,chr1:150135231-150135764-enhancer,3.35173320455792
V$AP1FJ_Q2 - V$GR_Q6_01,chr1:150135231-150135764-enhancer,3.02763858073797
V$AP1_Q6 - V$NFY_C,chr1:150135231-150135764-enhancer,3.30022580665722
V$AP1_Q6 - V$GR_Q6_01,chr1:150135231-150135764-enhancer,3.05801518278111
V$AP1_Q6 - V$PR_Q2,chr1:150135231-150135764-enhancer,3.23597259558319
V$CREB_Q2 - V$OCT_C,chr1:150135231-150135764-enhancer,3.26457122778159
V$NF1_Q6 - V$OCT_Q6,chr1:150135231-150135764-enhancer,3.44203310375372
V$SP1_Q6 - V$SREBP_Q3,chr1:150135231-150135764-enhancer,4.2761225919725
V$DR3_Q4 - V$STAT_01,chr1:150135231-150135764-enhancer,3.73769697193725
V$CHOP_01 - V$E2F_Q3_01,chr1:150135231-150135764-enhancer,3.12048586094938
V$MYCMAX_B - V$SMAD_Q6_01,chr1:150135231-150135764-enhancer,3.39773875226919
V$IPF1_Q4 - V$SOX9_B1,chr1:150135231-150135764-enhancer,3.09688153086001
V$HMGIY_Q6 - V$STAT6_01,chr1:150135231-150135764-enhancer,3.4577692420537
V$AP1_01 - V$PR_Q2,chr1:150135231-150135764-enhancer,3.78152443770074
V$HMGIY_Q6 - V$PU1_Q6,chr1:150135231-150135764-enhancer,3.59648294529997
V$NFAT_Q4_01 - V$PU1_Q6,chr1:150135231-150135764-enhancer,3.17388516211585
V$ETS_Q4 - V$HMGIY_Q6,chr1:150135231-150135764-enhancer,4.23298275643833
V$HMGIY_Q6 - V$NFAT_Q4_01,chr1:150135231-150135764-enhancer,4.20659039607626
V$NFKB_Q6_01 - V$NFY_Q6_01,chr1:150135231-150135764-enhancer,3.30414948446114
V$SP1_Q6_01 - V$SREBP_Q3,chr1:150135231-150135764-enhancer,3.15550295070035
V$SP1_Q4_01 - V$SREBP_Q3,chr1:150135231-150135764-enhancer,3.84268569838342
V$NF1_Q6_01 - V$OCT_Q6,chr1:150135231-150135764-enhancer,3.03517394509673
V$AP1_Q4_01 - V$PR_Q2,chr1:150135231-150135764-enhancer,3.15384414562756
V$NFY_Q6_01 - V$VMYB_01,chr1:150585815-150586394-enhancer,3.10046945368222
V$CMYB_01 - V$NFKAPPAB65_01,chr1:150585815-150586394-enhancer,3.54770822238568
V$CMYB_01 - V$OCT_C,chr1:150585815-150586394-enhancer,3.04866871857773
V$CMYB_01 - V$NFAT_Q6,chr1:150585815-150586394-enhancer,3.05547310018483
V$CMYB_01 - V$NFAT_Q4_01,chr1:150585815-150586394-enhancer,3.04181636269347
V$ELK1_02 - V$IPF1_Q4,chr1:150585815-150586394-enhancer,3.81798791627406
V$CETS1P54_01 - V$SOX9_B1,chr1:150585815-150586394-enhancer,3.04128896362467
V$CREBP1CJUN_01 - V$CREB_Q3,chr1:150585815-150586394-enhancer,3.04306211883602
V$CP2_01 - V$DR4_Q2,chr1:150585815-150586394-enhancer,3.73019050257829
V$AP1_Q2 - V$IRF_Q6,chr1:150585815-150586394-enhancer,3.13220433092774
V$AP1_Q2 - V$OCT_Q6,chr1:150585815-150586394-enhancer,3.14673311068113
V$AP1_Q4_01 - V$AP1_Q6,chr1:150585815-150586394-enhancer,3.47874269142344
V$CHOP_01 - V$NFKB_Q6,chr1:150585815-150586394-enhancer,3.28450256628298
V$EGR_Q6 - V$SP1_Q6,chr1:150585815-150586394-enhancer,3.23987500401714
V$SP1_Q4_01 - V$SP1_Q6,chr1:150585815-150586394-enhancer,3.00424999619059
V$SP1_Q2_01 - V$SP1_Q6,chr1:150585815-150586394-enhancer,3.15201502460313
V$MEF2_04 - V$SMAD_Q6_01,chr1:150585815-150586394-enhancer,3.34536491900519
V$NFY_01 - V$PU1_Q6,chr1:150585815-150586394-enhancer,3.55777079276714
V$NFKB_Q6_01 - V$NFY_01,chr1:150585815-150586394-enhancer,3.20644545898178
V$LEF1TCF1_Q4 - V$NFAT_Q6,chr1:150585815-150586394-enhancer,3.63795834673168
V$ETS1_B - V$SREBP_Q3,chr1:150585815-150586394-enhancer,4.63362966235697
V$ETS1_B - V$SMAD_Q6_01,chr1:150585815-150586394-enhancer,3.97151789736732
V$GR_Q6_01 - V$SOX9_B1,chr1:150585815-150586394-enhancer,3.09291732578648
V$PR_Q2 - V$STAT6_01,chr1:150585815-150586394-enhancer,3.19809141074004
V$LEF1TCF1_Q4 - V$STAT6_01,chr1:150585815-150586394-enhancer,3.45352379421509
V$NF1_Q6_01 - V$SF1_Q6,chr1:150585815-150586394-enhancer,3.41282795147966
V$ETS_Q4 - V$STAT_Q6,chr1:150585815-150586394-enhancer,3.9088037235265
V$NFKB_Q6_01 - V$SMAD_Q6_01,chr1:150585815-150586394-enhancer,3.20816691522879
V$EGR_Q6 - V$SP1_Q4_01,chr1:150585815-150586394-enhancer,3.2201597087146
V$EGR_Q6 - V$SP1_Q2_01,chr1:150585815-150586394-enhancer,3.40443670122882
V$CEBP_Q2_01 - V$ETS_Q6,chr1:150585815-150586394-enhancer,3.05226377505493
V$SP1_Q2_01 - V$SP1_Q4_01,chr1:150585815-150586394-enhancer,3.12951867092506
V$NFAT_Q4_01 - V$PR_Q2,chr1:150585815-150586394-enhancer,3.43520638705746
V$LEF1TCF1_Q4 - V$NFAT_Q4_01,chr1:150585815-150586394-enhancer,5.61260692484605
V$HNF4_Q6 - V$PR_Q2,chr1:150585815-150586394-enhancer,3.81894686291073
V$CMYB_01 - V$CREL_01,chr1:154154606-154155027-enhancer,3.12528276814978
V$CMYB_01 - V$NFAT_Q6,chr1:154154606-154155027-enhancer,3.28383783781677
V$CMYB_01 - V$NFAT_Q4_01,chr1:154154606-154155027-enhancer,3.30186501712238
V$CETS1P54_01 - V$ETS_Q4,chr1:154154606-154155027-enhancer,3.83722535188803
V$HNF4_01 - V$SREBP_Q3,chr1:154154606-154155027-enhancer,3.16533005872772
V$CEBP_Q2 - V$HMGIY_Q6,chr1:154154606-154155027-enhancer,3.9131535231211
V$HNF4_Q6 - V$NFKB_Q6,chr1:154154606-154155027-enhancer,3.87661219239149
V$AP1_C - V$NFAT_Q6,chr1:154154606-154155027-enhancer,3.26504026120448
V$AP1_C - V$NFAT_Q4_01,chr1:154154606-154155027-enhancer,3.10174924845864
V$GATA_C - V$GR_Q6_01,chr1:154154606-154155027-enhancer,3.10280525989499
V$GRE_C - V$MYCMAX_B,chr1:154154606-154155027-enhancer,4.05926432441953
V$CREB_Q3 - V$NFAT_Q6,chr1:154154606-154155027-enhancer,3.09503993726114
V$E2A_Q6 - V$ETS1_B,chr1:154154606-154155027-enhancer,3.59378537500861
V$IPF1_Q4 - V$SREBP_Q3,chr1:154154606-154155027-enhancer,3.06967233264674
V$CREB_Q3 - V$STAT6_01,chr1:154154606-154155027-enhancer,3.10009592461082
V$CETS168_Q6 - V$SP1_Q2_01,chr1:154154606-154155027-enhancer,3.64270595815315
V$DR3_Q4 - V$POU1F1_Q6,chr1:154154606-154155027-enhancer,3.02164075889209
V$E2A_Q6 - V$ELF1_Q6,chr1:154154606-154155027-enhancer,3.18885263804083
V$HMGIY_Q6 - V$STAT_Q6,chr1:154154606-154155027-enhancer,3.25321563543385
V$PEBP_Q6 - V$USF_Q6_01,chr1:154154606-154155027-enhancer,3.03900331608332
V$HNF4_Q6 - V$IRF_Q6_01,chr1:154154606-154155027-enhancer,3.23776034525617
V$CETS1P54_01 - V$ELF1_Q6,chr1:156718467-156719136-enhancer,3.45896221824636
V$CETS1P54_01 - V$STAT_Q6,chr1:156718467-156719136-enhancer,3.20988362599874
V$AP1_Q2_01 - V$CETS1P54_01,chr1:156718467-156719136-enhancer,3.27320567028637
V$CEBP_Q2 - V$NFKAPPAB65_01,chr1:156718467-156719136-enhancer,3.05455495681579
V$AP1_Q2_01 - V$CREL_01,chr1:156718467-156719136-enhancer,3.25959349587091
V$CEBPB_01 - V$USF_Q6_01,chr1:156718467-156719136-enhancer,3.19025471872863
V$AP1_Q2 - V$GRE_C,chr1:156718467-156719136-enhancer,3.02992465902712
V$AP1_Q6 - V$NFKB_Q6_01,chr1:156718467-156719136-enhancer,3.04789973694198
V$CREB_Q2 - V$DR1_Q3,chr1:156718467-156719136-enhancer,3.2593984001937
V$CEBP_Q2 - V$STAT_01,chr1:156718467-156719136-enhancer,3.31862268175275
V$CEBP_Q2 - V$ETS_Q4,chr1:156718467-156719136-enhancer,3.10234581454309
V$NFKB_Q6 - V$STAT6_01,chr1:156718467-156719136-enhancer,4.10949064822116
V$IRF_Q6 - V$NFKB_Q6,chr1:156718467-156719136-enhancer,3.35500407295626
V$AHRHIF_Q6 - V$SP1_Q6,chr1:156718467-156719136-enhancer,3.629629704658
V$GATA_C - V$NFKB_C,chr1:156718467-156719136-enhancer,3.1364455385015
V$GRE_C - V$SP1_Q2_01,chr1:156718467-156719136-enhancer,3.07920691505284
V$GRE_C - V$HNF4_Q6,chr1:156718467-156719136-enhancer,3.04074284063044
V$MYCMAX_B - V$SMAD3_Q6,chr1:156718467-156719136-enhancer,3.02312801314133
V$PU1_Q6 - V$STAT6_01,chr1:156718467-156719136-enhancer,5.44850191221243
V$MYB_Q5_01 - V$PU1_Q6,chr1:156718467-156719136-enhancer,3.87978036898546
V$AP1_Q2_01 - V$PU1_Q6,chr1:156718467-156719136-enhancer,3.03823058820711
V$PEBP_Q6 - V$PU1_Q6,chr1:156718467-156719136-enhancer,3.42137933694577
V$AML_Q6 - V$SMAD3_Q6,chr1:156718467-156719136-enhancer,3.69942644125145
V$HNF1_Q6 - V$OSF2_Q6,chr1:156718467-156719136-enhancer,3.22579465280739
V$HMGIY_Q6 - V$NFAT_Q4_01,chr1:156718467-156719136-enhancer,3.01277882235364
V$ETS_Q4 - V$NFAT_Q4_01,chr1:156718467-156719136-enhancer,3.05161281201252
V$SP1_Q2_01 - V$STAT_Q6,chr1:156718467-156719136-enhancer,3.28834401231151
V$AP1_Q2_01 - V$CREB_Q3,chr1:156718467-156719136-enhancer,3.36979252415171
V$AP1_Q2_01 - V$NF1_Q6_01,chr1:156718467-156719136-enhancer,3.08728635426475
V$MYB_Q5_01 - V$PR_Q2,chr1:156718467-156719136-enhancer,3.45221122180951
V$CMYB_01 - V$CREB_02,chr1:16125579-16125747-enhancer,3.04659600290186
V$ELK1_02 - V$SMAD3_Q6,chr1:16125579-16125747-enhancer,3.08008750261638
V$AHRHIF_Q6 - V$CEBPB_02,chr1:16125579-16125747-enhancer,3.16867798459157
V$AP1FJ_Q2 - V$SF1_Q6,chr1:16125579-16125747-enhancer,3.73251893606684
V$MYB_Q6 - V$STAT_01,chr1:16125579-16125747-enhancer,3.87349582608952
V$ER_Q6 - V$NF1_Q6,chr1:16125579-16125747-enhancer,3.51189632310587
V$MYB_Q5_01 - V$MYCMAX_B,chr1:16125579-16125747-enhancer,4.89244896470163
V$STAT6_01 - V$USF_Q6_01,chr1:16125579-16125747-enhancer,4.05804079979823
V$ELF1_Q6 - V$SMAD_Q6_01,chr1:16125579-16125747-enhancer,3.12566595646144
V$AML_Q6 - V$CREB_Q3,chr1:16125579-16125747-enhancer,3.03021688149618
V$AML_Q6 - V$AP1_Q4_01,chr1:16125579-16125747-enhancer,3.20641701412535
V$STAT_Q6 - V$USF_Q6_01,chr1:16125579-16125747-enhancer,3.0655480848711
V$CP2_02 - V$PIT1_Q6,chr1:16125579-16125747-enhancer,3.25112969536555
V$AP1_Q4_01 - V$PEBP_Q6,chr1:16125579-16125747-enhancer,3.02273545329885
V$LEF1_Q2 - V$VMYB_01,chr11:65187297-65188198-enhancer,3.26934898643274
